Entity,Code,Year, (% of GDP)
Sub-Saharan Africa,,2001,5.79213207408543
Sub-Saharan Africa,,2002,5.38128575158785
Sub-Saharan Africa,,2003,5.98548151126425
Sub-Saharan Africa,,2004,6.03651463416049
Sub-Saharan Africa,,2005,5.85603102707699
Sub-Saharan Africa,,2006,5.65719472813189
Sub-Saharan Africa,,2007,5.61678035275615
Sub-Saharan Africa,,2008,5.58868626061458
Sub-Saharan Africa,,2009,6.14596195538626
Sub-Saharan Africa,,2010,5.7931000461775
Sub-Saharan Africa,,2011,5.8062660935891
Sub-Saharan Africa,,2012,5.60208494627252
Sub-Saharan Africa,,2013,5.65119243432035
Sub-Saharan Africa,,2014,5.47474687481983
Sub-Saharan Africa (IDA & IBRD),,1995,6.13844603247458
Sub-Saharan Africa (IDA & IBRD),,1996,6.07036172015327
Sub-Saharan Africa (IDA & IBRD),,1997,6.12789435060712
Sub-Saharan Africa (IDA & IBRD),,1998,6.14179292547869
Sub-Saharan Africa (IDA & IBRD),,1999,6.06163226562223
Sub-Saharan Africa (IDA & IBRD),,2000,5.52023760401238
Sub-Saharan Africa (IDA & IBRD),,2001,5.79213207408543
Sub-Saharan Africa (IDA & IBRD),,2002,5.38128575158785
Sub-Saharan Africa (IDA & IBRD),,2003,5.98548151126425
Sub-Saharan Africa (IDA & IBRD),,2004,6.03651463416049
Sub-Saharan Africa (IDA & IBRD),,2005,5.85603102707699
Sub-Saharan Africa (IDA & IBRD),,2006,5.65719472813189
Sub-Saharan Africa (IDA & IBRD),,2007,5.61678035275615
Sub-Saharan Africa (IDA & IBRD),,2008,5.58868626061458
Sub-Saharan Africa (IDA & IBRD),,2009,6.14596195538626
Sub-Saharan Africa (IDA & IBRD),,2010,5.7931000461775
Sub-Saharan Africa (IDA & IBRD),,2011,5.8062660935891
Sub-Saharan Africa (IDA & IBRD),,2012,5.60208494627252
Sub-Saharan Africa (IDA & IBRD),,2013,5.65119243432035
Sub-Saharan Africa (IDA & IBRD),,2014,5.47474687481983
Sub-Saharan Africa (excluding high income),,1995,6.14027621339594
Sub-Saharan Africa (excluding high income),,1996,6.07186446249786
Sub-Saharan Africa (excluding high income),,1997,6.12879843374632
Sub-Saharan Africa (excluding high income),,1998,6.14401077352112
Sub-Saharan Africa (excluding high income),,1999,6.06371413626926
Sub-Saharan Africa (excluding high income),,2000,5.5217731166807
Sub-Saharan Africa (excluding high income),,2001,5.79460578705979
Sub-Saharan Africa (excluding high income),,2002,5.38355285302663
Sub-Saharan Africa (excluding high income),,2003,5.98753460634846
Sub-Saharan Africa (excluding high income),,2004,6.039242177804
Sub-Saharan Africa (excluding high income),,2005,5.85868662579859
Sub-Saharan Africa (excluding high income),,2006,5.6596821007329
Sub-Saharan Africa (excluding high income),,2007,5.61939005274975
Sub-Saharan Africa (excluding high income),,2008,5.59141249350753
Sub-Saharan Africa (excluding high income),,2009,6.14891202603771
Sub-Saharan Africa (excluding high income),,2010,5.79468806389801
Sub-Saharan Africa (excluding high income),,2011,5.80797426325385
Sub-Saharan Africa (excluding high income),,2012,5.60315994644464
Sub-Saharan Africa (excluding high income),,2013,5.65292597181326
Sub-Saharan Africa (excluding high income),,2014,5.47643957170003
Sudan,SDN,1995,3.98472106
Sudan,SDN,1996,4.43545193
Sudan,SDN,1997,4.23135527
Sudan,SDN,1998,4.11402925
Sudan,SDN,1999,3.82070938
Sudan,SDN,2000,3.22544835
Sudan,SDN,2001,2.96223361
Sudan,SDN,2002,2.94690725
Sudan,SDN,2003,3.17703293
Sudan,SDN,2004,3.39271563
Sudan,SDN,2005,3.1765208
Sudan,SDN,2006,3.92670182
Sudan,SDN,2007,4.72342094
Sudan,SDN,2008,8.16712987
Sudan,SDN,2009,8.0387379
Sudan,SDN,2010,7.96507777
Sudan,SDN,2011,8.02944311
Sudan,SDN,2012,8.20038881
Sudan,SDN,2013,8.42182058
Sudan,SDN,2014,8.42877471
Suriname,SUR,1995,6.96915487
Suriname,SUR,1996,7.41196355
Suriname,SUR,1997,10.05899763
Suriname,SUR,1998,11.12889527
Suriname,SUR,1999,8.91031536
Suriname,SUR,2000,9.65099515
Suriname,SUR,2001,8.37819571
Suriname,SUR,2002,7.1421666
Suriname,SUR,2003,6.62355609
Suriname,SUR,2004,6.87614002
Suriname,SUR,2005,6.7755102
Suriname,SUR,2006,6.21722335
Suriname,SUR,2007,5.92394468
Suriname,SUR,2008,5.92226887
Suriname,SUR,2009,6.13576782
Suriname,SUR,2010,5.80511399
Suriname,SUR,2011,5.93024378
Suriname,SUR,2012,6.08716678
Suriname,SUR,2013,5.96477182
Suriname,SUR,2014,5.68746988
Swaziland,SWZ,1995,4.96022014
Swaziland,SWZ,1996,5.40336559
Swaziland,SWZ,1997,5.11770422
Swaziland,SWZ,1998,5.50584997
Swaziland,SWZ,1999,5.32938564
Swaziland,SWZ,2000,5.25519849
Swaziland,SWZ,2001,5.11405331
Swaziland,SWZ,2002,5.15565081
Swaziland,SWZ,2003,5.70622138
Swaziland,SWZ,2004,5.88376476
Swaziland,SWZ,2005,6.79799069
Swaziland,SWZ,2006,6.81322502
Swaziland,SWZ,2007,7.0494846
Swaziland,SWZ,2008,8.19474448
Swaziland,SWZ,2009,8.46365405
Swaziland,SWZ,2010,8.46995395
Swaziland,SWZ,2011,8.61329306
Swaziland,SWZ,2012,8.75829595
Swaziland,SWZ,2013,9.65813772
Swaziland,SWZ,2014,9.25193954
Sweden,SWE,1995,7.96455521
Sweden,SWE,1996,8.20030584
Sweden,SWE,1997,8.02636126
Sweden,SWE,1998,8.11535567
Sweden,SWE,1999,8.19761871
Sweden,SWE,2000,8.17961312
Sweden,SWE,2001,8.85949228
Sweden,SWE,2002,9.22815647
Sweden,SWE,2003,9.31003467
Sweden,SWE,2004,9.08797098
Sweden,SWE,2005,9.06150305
Sweden,SWE,2006,8.94799761
Sweden,SWE,2007,8.91722313
Sweden,SWE,2008,9.22835422
Sweden,SWE,2009,9.93895273
Sweden,SWE,2010,9.46876598
Sweden,SWE,2011,11.70251308
Sweden,SWE,2012,11.80240408
Sweden,SWE,2013,11.96648921
Sweden,SWE,2014,11.92983965
Switzerland,CHE,1995,9.33430835
Switzerland,CHE,1996,9.71518238
Switzerland,CHE,1997,9.66982037
Switzerland,CHE,1998,9.84654167
Switzerland,CHE,1999,10.00292799
Switzerland,CHE,2000,9.90805016
Switzerland,CHE,2001,10.28167391
Switzerland,CHE,2002,10.60657136
Switzerland,CHE,2003,10.933913
Switzerland,CHE,2004,10.96120293
Switzerland,CHE,2005,10.86294204
Switzerland,CHE,2006,10.38772207
Switzerland,CHE,2007,10.20985654
Switzerland,CHE,2008,10.2889506
Switzerland,CHE,2009,11.00053859
Switzerland,CHE,2010,11.07054472
Switzerland,CHE,2011,11.21213823
Switzerland,CHE,2012,11.58918948
Switzerland,CHE,2013,11.70740988
Switzerland,CHE,2014,11.65926872
Syria,SYR,1995,5.51687902
Syria,SYR,1996,5.5004147
Syria,SYR,1997,5.29796706
Syria,SYR,1998,5.12370263
Syria,SYR,1999,5.24971554
Syria,SYR,2000,4.91917628
Syria,SYR,2001,4.91523547
Syria,SYR,2002,4.9424633
Syria,SYR,2003,5.11607166
Syria,SYR,2004,4.47860155
Syria,SYR,2005,4.10970595
Syria,SYR,2006,3.77755937
Syria,SYR,2007,3.72233305
Syria,SYR,2008,3.39762749
Syria,SYR,2009,3.54647033
Syria,SYR,2010,3.27644738
Syria,SYR,2011,3.23254125
Syria,SYR,2012,3.2546046
Syria,SYR,2013,3.25453108
Syria,SYR,2014,3.25453108
Tajikistan,TJK,1995,3.06601222
Tajikistan,TJK,1996,3.10434972
Tajikistan,TJK,1997,3.63343559
Tajikistan,TJK,1998,3.5587818
Tajikistan,TJK,1999,3.87736245
Tajikistan,TJK,2000,4.64098196
Tajikistan,TJK,2001,4.58575814
Tajikistan,TJK,2002,4.47985599
Tajikistan,TJK,2003,4.46175837
Tajikistan,TJK,2004,5.07023451
Tajikistan,TJK,2005,5.88684129
Tajikistan,TJK,2006,5.70209357
Tajikistan,TJK,2007,5.34661226
Tajikistan,TJK,2008,5.58479823
Tajikistan,TJK,2009,5.92820612
Tajikistan,TJK,2010,6.04279741
Tajikistan,TJK,2011,5.98248817
Tajikistan,TJK,2012,6.39187459
Tajikistan,TJK,2013,6.75199215
Tajikistan,TJK,2014,6.880884
Tanzania,TZA,1995,3.01301851
Tanzania,TZA,1996,2.77587875
Tanzania,TZA,1997,2.77628591
Tanzania,TZA,1998,2.54390649
Tanzania,TZA,1999,2.67091378
Tanzania,TZA,2000,2.64168592
Tanzania,TZA,2001,3.27675923
Tanzania,TZA,2002,3.5897047
Tanzania,TZA,2003,4.05540452
Tanzania,TZA,2004,4.09591423
Tanzania,TZA,2005,4.66284406
Tanzania,TZA,2006,6.86400679
Tanzania,TZA,2007,4.71826274
Tanzania,TZA,2008,4.21458618
Tanzania,TZA,2009,3.97365888
Tanzania,TZA,2010,5.29671631
Tanzania,TZA,2011,5.71831577
Tanzania,TZA,2012,5.72109354
Tanzania,TZA,2013,5.56967822
Tanzania,TZA,2014,5.58011591
Thailand,THA,1995,3.53153362389
Thailand,THA,1996,3.84083691537098
Thailand,THA,1997,3.99659605300665
Thailand,THA,1998,3.73528621544688
Thailand,THA,1999,3.49625109539395
Thailand,THA,2000,3.39540941806489
Thailand,THA,2001,3.31553976213509
Thailand,THA,2002,3.70010217143188
Thailand,THA,2003,3.58195153961161
Thailand,THA,2004,3.51401499905385
Thailand,THA,2005,3.54852822395601
Thailand,THA,2006,3.49340077723995
Thailand,THA,2007,3.5641741768548
Thailand,THA,2008,3.92353575246028
Thailand,THA,2009,4.11247893198855
Thailand,THA,2010,3.80909637093027
Thailand,THA,2011,4.11984591467243
Thailand,THA,2012,4.16954890790603
Thailand,THA,2013,4.00404729300765
Thailand,THA,2014,4.12216448056303
Timor,TLS,2000,3.26442873
Timor,TLS,2001,3.74927975
Timor,TLS,2002,3.88859344
Timor,TLS,2003,2.48303393
Timor,TLS,2004,1.30917431
Timor,TLS,2005,1.04740904
Timor,TLS,2006,0.65286624
Timor,TLS,2007,0.36832022
Timor,TLS,2008,0.73921941
Timor,TLS,2009,1.01851052
Timor,TLS,2010,0.92235429
Timor,TLS,2011,0.75749142
Timor,TLS,2012,1.00788672
Timor,TLS,2013,1.28677234
Timor,TLS,2014,1.47530345
Togo,TGO,1995,3.98928561
Togo,TGO,1996,4.00722916
Togo,TGO,1997,3.87706166
Togo,TGO,1998,3.91614866
Togo,TGO,1999,4.00537259
Togo,TGO,2000,4.34587672
Togo,TGO,2001,4.28754557
Togo,TGO,2002,4.0672205
Togo,TGO,2003,4.99880284
Togo,TGO,2004,5.06130245
Togo,TGO,2005,5.17180825
Togo,TGO,2006,5.56021357
Togo,TGO,2007,5.54708083
Togo,TGO,2008,5.73187263
Togo,TGO,2009,6.63672007
Togo,TGO,2010,5.36773553
Togo,TGO,2011,5.20927104
Togo,TGO,2012,5.11056848
Togo,TGO,2013,5.11926485
Togo,TGO,2014,5.24687674
Tonga,TON,1995,4.13074967
Tonga,TON,1996,4.21472348
Tonga,TON,1997,4.47885371
Tonga,TON,1998,4.7273677
Tonga,TON,1999,5.14424756
Tonga,TON,2000,4.75456523
Tonga,TON,2001,5.65871081
Tonga,TON,2002,5.02974129
Tonga,TON,2003,5.08974932
Tonga,TON,2004,4.87078703
Tonga,TON,2005,6.52379264
Tonga,TON,2006,5.60594356
Tonga,TON,2007,5.81765428
Tonga,TON,2008,5.12973873
Tonga,TON,2009,4.66848316
Tonga,TON,2010,4.59400374
Tonga,TON,2011,4.06038924
Tonga,TON,2012,4.51094427
Tonga,TON,2013,4.98418762
Tonga,TON,2014,5.17677064
Trinidad and Tobago,TTO,1995,5.09811641
Trinidad and Tobago,TTO,1996,4.73247124
Trinidad and Tobago,TTO,1997,4.57741344
Trinidad and Tobago,TTO,1998,4.17963328
Trinidad and Tobago,TTO,1999,4.70723528
Trinidad and Tobago,TTO,2000,4.16756233
Trinidad and Tobago,TTO,2001,4.39833331
Trinidad and Tobago,TTO,2002,4.99769053
Trinidad and Tobago,TTO,2003,5.12558072
Trinidad and Tobago,TTO,2004,5.2241969
Trinidad and Tobago,TTO,2005,5.31033616
Trinidad and Tobago,TTO,2006,4.48975901
Trinidad and Tobago,TTO,2007,4.82306179
Trinidad and Tobago,TTO,2008,4.3981753
Trinidad and Tobago,TTO,2009,6.47087206
Trinidad and Tobago,TTO,2010,5.28531009
Trinidad and Tobago,TTO,2011,5.05638554
Trinidad and Tobago,TTO,2012,5.78214255
Trinidad and Tobago,TTO,2013,5.98343264
Trinidad and Tobago,TTO,2014,5.93319696
Tunisia,TUN,1995,5.85903889
Tunisia,TUN,1996,5.4307356
Tunisia,TUN,1997,5.13826157
Tunisia,TUN,1998,5.39805385
Tunisia,TUN,1999,5.42520205
Tunisia,TUN,2000,5.39590538
Tunisia,TUN,2001,5.29072381
Tunisia,TUN,2002,5.31933929
Tunisia,TUN,2003,5.35778086
Tunisia,TUN,2004,5.62538521
Tunisia,TUN,2005,5.56702876
Tunisia,TUN,2006,5.64434473
Tunisia,TUN,2007,5.64191897
Tunisia,TUN,2008,5.6286516
Tunisia,TUN,2009,6.18404687
Tunisia,TUN,2010,6.54360565
Tunisia,TUN,2011,7.15464127
Tunisia,TUN,2012,7.17870481
Tunisia,TUN,2013,7.26466474
Tunisia,TUN,2014,7.00385794
Turkey,TUR,1995,2.5070327
Turkey,TUR,1996,2.90240258
Turkey,TUR,1997,3.13356918
Turkey,TUR,1998,3.59344282
Turkey,TUR,1999,4.76552076
Turkey,TUR,2000,4.94898488
Turkey,TUR,2001,5.16018215
Turkey,TUR,2002,5.35671343
Turkey,TUR,2003,5.33861757
Turkey,TUR,2004,5.37016598
Turkey,TUR,2005,5.44880157
Turkey,TUR,2006,5.81085626
Turkey,TUR,2007,6.03715628
Turkey,TUR,2008,6.07447864
Turkey,TUR,2009,6.07952123
Turkey,TUR,2010,5.61321761
Turkey,TUR,2011,5.28676115
Turkey,TUR,2012,5.2363833
Turkey,TUR,2013,5.384456
Turkey,TUR,2014,5.41495949
Turkmenistan,TKM,1995,3.06731472
Turkmenistan,TKM,1996,3.1335062
Turkmenistan,TKM,1997,4.96003169
Turkmenistan,TKM,1998,5.03036799
Turkmenistan,TKM,1999,3.88163143
Turkmenistan,TKM,2000,3.94217882
Turkmenistan,TKM,2001,3.87186243
Turkmenistan,TKM,2002,3.3377542
Turkmenistan,TKM,2003,3.85321101
Turkmenistan,TKM,2004,4.03345977
Turkmenistan,TKM,2005,3.51024521
Turkmenistan,TKM,2006,2.90279089
Turkmenistan,TKM,2007,2.15851852
Turkmenistan,TKM,2008,1.9252072
Turkmenistan,TKM,2009,1.88168599
Turkmenistan,TKM,2010,1.98723852
Turkmenistan,TKM,2011,1.98105412
Turkmenistan,TKM,2012,1.96187546
Turkmenistan,TKM,2013,2.12069027
Turkmenistan,TKM,2014,2.06738625
Tuvalu,TUV,1995,8.16984768
Tuvalu,TUV,1996,11.38689783
Tuvalu,TUV,1997,8.264683
Tuvalu,TUV,1998,8.76363644
Tuvalu,TUV,1999,9.34381366
Tuvalu,TUV,2000,15.69767024
Tuvalu,TUV,2001,17.43301317
Tuvalu,TUV,2002,14.5805306
Tuvalu,TUV,2003,21.88030831
Tuvalu,TUV,2004,16.93131245
Tuvalu,TUV,2005,18.41012845
Tuvalu,TUV,2006,19.37748443
Tuvalu,TUV,2007,16.99930755
Tuvalu,TUV,2008,13.42532962
Tuvalu,TUV,2009,12.8212381
Tuvalu,TUV,2010,16.75279266
Tuvalu,TUV,2011,16.97994463
Tuvalu,TUV,2012,13.77340665
Tuvalu,TUV,2013,16.61044357
Tuvalu,TUV,2014,16.53663877
Uganda,UGA,1995,5.69237231
Uganda,UGA,1996,5.67241225
Uganda,UGA,1997,5.56349662
Uganda,UGA,1998,6.20038827
Uganda,UGA,1999,6.17789466
Uganda,UGA,2000,6.77320288
Uganda,UGA,2001,7.26084954
Uganda,UGA,2002,7.78265962
Uganda,UGA,2003,7.5364715
Uganda,UGA,2004,8.89591147
Uganda,UGA,2005,9.36187998
Uganda,UGA,2006,9.86250092
Uganda,UGA,2007,9.76286949
Uganda,UGA,2008,9.10394727
Uganda,UGA,2009,8.42938791
Uganda,UGA,2010,11.02478546
Uganda,UGA,2011,9.08972092
Uganda,UGA,2012,7.58352882
Uganda,UGA,2013,7.47352248
Uganda,UGA,2014,7.22213686
Ukraine,UKR,1995,7.00905529
Ukraine,UKR,1996,6.85169783
Ukraine,UKR,1997,6.85355266
Ukraine,UKR,1998,6.60425133
Ukraine,UKR,1999,5.89209752
Ukraine,UKR,2000,5.58890298
Ukraine,UKR,2001,5.65578135
Ukraine,UKR,2002,6.25127679
Ukraine,UKR,2003,6.93362184
Ukraine,UKR,2004,6.60913962
Ukraine,UKR,2005,6.41043647
Ukraine,UKR,2006,6.39231981
Ukraine,UKR,2007,6.35521436
Ukraine,UKR,2008,6.63441822
Ukraine,UKR,2009,7.79946242
Ukraine,UKR,2010,7.80753352
Ukraine,UKR,2011,6.98430531
Ukraine,UKR,2012,7.46947303
Ukraine,UKR,2013,7.66658213
Ukraine,UKR,2014,7.09573611
United Arab Emirates,ARE,1995,2.63613172
United Arab Emirates,ARE,1996,2.45902483
United Arab Emirates,ARE,1997,2.48706386
United Arab Emirates,ARE,1998,2.89439211
United Arab Emirates,ARE,1999,2.71378769
United Arab Emirates,ARE,2000,2.37999034
United Arab Emirates,ARE,2001,2.48427471
United Arab Emirates,ARE,2002,2.71758304
United Arab Emirates,ARE,2003,2.64640737
United Arab Emirates,ARE,2004,2.46216142
United Arab Emirates,ARE,2005,2.32021865
United Arab Emirates,ARE,2006,2.32534364
United Arab Emirates,ARE,2007,2.56564188
United Arab Emirates,ARE,2008,2.92853487
United Arab Emirates,ARE,2009,4.04992386
United Arab Emirates,ARE,2010,3.92945183
United Arab Emirates,ARE,2011,3.7038587
United Arab Emirates,ARE,2012,3.44599956
United Arab Emirates,ARE,2013,3.48564353
United Arab Emirates,ARE,2014,3.64398564
United Kingdom,GBR,1995,6.69419941
United Kingdom,GBR,1996,6.7213642
United Kingdom,GBR,1997,6.49146782
United Kingdom,GBR,1998,6.56273213
United Kingdom,GBR,1999,6.82592898
United Kingdom,GBR,2000,6.9408116
United Kingdom,GBR,2001,7.31085769
United Kingdom,GBR,2002,7.56801541
United Kingdom,GBR,2003,7.81211385
United Kingdom,GBR,2004,7.97890281
United Kingdom,GBR,2005,8.23536912
United Kingdom,GBR,2006,8.36326097
United Kingdom,GBR,2007,8.41613855
United Kingdom,GBR,2008,8.85089693
United Kingdom,GBR,2009,9.80995593
United Kingdom,GBR,2010,9.50702943
United Kingdom,GBR,2011,9.33870027
United Kingdom,GBR,2012,9.41083326
United Kingdom,GBR,2013,9.33908653
United Kingdom,GBR,2014,9.11547172
United States,USA,1995,13.08665381
United States,USA,1996,13.04409768
United States,USA,1997,12.96264222
United States,USA,1998,12.98733834
United States,USA,1999,12.99005116
United States,USA,2000,13.06983845
United States,USA,2001,13.72876259
United States,USA,2002,14.54940527
United States,USA,2003,15.05869771
United States,USA,2004,15.13565701
United States,USA,2005,15.15399054
United States,USA,2006,15.2700426
United States,USA,2007,15.56604376
United States,USA,2008,16.02261006
United States,USA,2009,16.99914257
United States,USA,2010,17.0167582
United States,USA,2011,17.05713122
United States,USA,2012,17.01736133
United States,USA,2013,16.89772211
United States,USA,2014,17.14075435
Upper middle income,,1995,5.2270121507917
Upper middle income,,1996,5.27893553782498
Upper middle income,,1997,5.54544487665129
Upper middle income,,1998,5.51363221242641
Upper middle income,,1999,5.59957033844771
Upper middle income,,2000,5.51606347066498
Upper middle income,,2001,5.59195765410369
Upper middle income,,2002,5.50947324439227
Upper middle income,,2003,5.5930015207744
Upper middle income,,2004,5.49648995741678
Upper middle income,,2005,5.62589424966942
Upper middle income,,2006,5.56352495859537
Upper middle income,,2007,5.53188853285023
Upper middle income,,2008,5.69904667323625
Upper middle income,,2009,6.24578503157224
Upper middle income,,2010,5.99293895731548
Upper middle income,,2011,5.91700417494122
Upper middle income,,2012,6.01446982254967
Upper middle income,,2013,6.09879511514665
Upper middle income,,2014,6.16956797797032
Uruguay,URY,1995,12.63050196
Uruguay,URY,1996,10.70709205
Uruguay,URY,1997,8.39879148
Uruguay,URY,1998,8.90614574
Uruguay,URY,1999,7.75073941
Uruguay,URY,2000,7.81923694
Uruguay,URY,2001,7.45887275
Uruguay,URY,2002,7.17898084
Uruguay,URY,2003,6.51517001
Uruguay,URY,2004,11.58763842
Uruguay,URY,2005,11.1496572
Uruguay,URY,2006,11.17178456
Uruguay,URY,2007,8.22815252
Uruguay,URY,2008,8.17280036
Uruguay,URY,2009,8.78469846
Uruguay,URY,2010,8.62826624
Uruguay,URY,2011,8.55410488
Uruguay,URY,2012,8.7407876
Uruguay,URY,2013,8.67769884
Uruguay,URY,2014,8.5814914
Uzbekistan,UZB,1995,6.74492996
Uzbekistan,UZB,1996,7.1251374
Uzbekistan,UZB,1997,6.81584604
Uzbekistan,UZB,1998,6.30520983
Uzbekistan,UZB,1999,5.53580821
Uzbekistan,UZB,2000,5.29449957
Uzbekistan,UZB,2001,5.27690086
Uzbekistan,UZB,2002,5.43685001
Uzbekistan,UZB,2003,5.16997656
Uzbekistan,UZB,2004,5.11436038
Uzbekistan,UZB,2005,5.11296685
Uzbekistan,UZB,2006,5.49300901
Uzbekistan,UZB,2007,5.81239577
Uzbekistan,UZB,2008,5.92163254
Uzbekistan,UZB,2009,6.31487791
Uzbekistan,UZB,2010,5.34396144
Uzbekistan,UZB,2011,5.64815804
Uzbekistan,UZB,2012,6.49281819
Uzbekistan,UZB,2013,6.31652519
Uzbekistan,UZB,2014,5.83852176
Vanuatu,VUT,1995,2.67060661
Vanuatu,VUT,1996,2.30245085
Vanuatu,VUT,1997,2.83190881
Vanuatu,VUT,1998,3.60614404
Vanuatu,VUT,1999,3.21916418
Vanuatu,VUT,2000,3.28357898
Vanuatu,VUT,2001,3.36538173
Vanuatu,VUT,2002,3.52286849
Vanuatu,VUT,2003,4.01906287
Vanuatu,VUT,2004,4.11663165
Vanuatu,VUT,2005,3.86851559
Vanuatu,VUT,2006,3.96261637
Vanuatu,VUT,2007,3.67007251
Vanuatu,VUT,2008,3.66361488
Vanuatu,VUT,2009,3.90267183
Vanuatu,VUT,2010,4.71116665
Vanuatu,VUT,2011,3.84552673
Vanuatu,VUT,2012,3.70249939
Vanuatu,VUT,2013,3.92031081
Vanuatu,VUT,2014,5.02357493
Venezuela,VEN,1995,5.42406837
Venezuela,VEN,1996,4.72752848
Venezuela,VEN,1997,4.05839035
Venezuela,VEN,1998,4.44394708
Venezuela,VEN,1999,4.91966378
Venezuela,VEN,2000,4.9066524
Venezuela,VEN,2001,5.20843586
Venezuela,VEN,2002,4.93143968
Venezuela,VEN,2003,4.93347186
Venezuela,VEN,2004,4.77964216
Venezuela,VEN,2005,4.6940286
Venezuela,VEN,2006,4.85046028
Venezuela,VEN,2007,5.25316087
Venezuela,VEN,2008,3.98047064
Venezuela,VEN,2009,5.81361503
Venezuela,VEN,2010,5.03666547
Venezuela,VEN,2011,5.2449473
Venezuela,VEN,2012,4.80160508
Venezuela,VEN,2013,4.93680816
Venezuela,VEN,2014,5.2567025
Vietnam,VNM,1995,5.18751136
Vietnam,VNM,1996,5.0518596
Vietnam,VNM,1997,4.87738848
Vietnam,VNM,1998,4.91848196
Vietnam,VNM,1999,4.88350828
Vietnam,VNM,2000,4.89132806
Vietnam,VNM,2001,5.17364313
Vietnam,VNM,2002,4.69805786
Vietnam,VNM,2003,4.83899044
Vietnam,VNM,2004,5.08710719
Vietnam,VNM,2005,5.37666261
Vietnam,VNM,2006,5.56258599
Vietnam,VNM,2007,6.0923572
Vietnam,VNM,2008,5.52834177
Vietnam,VNM,2009,6.0398131
Vietnam,VNM,2010,6.36084929
Vietnam,VNM,2011,6.2016319
Vietnam,VNM,2012,6.96358104
Vietnam,VNM,2013,7.16550866
Vietnam,VNM,2014,7.06677833
World,OWID_WRL,1995,8.50861739164353
World,OWID_WRL,1996,8.55670622132474
World,OWID_WRL,1997,8.65315029147816
World,OWID_WRL,1998,8.87523473950161
World,OWID_WRL,1999,8.98265696714061
World,OWID_WRL,2000,9.00477751494946
World,OWID_WRL,2001,9.41833704090054
World,OWID_WRL,2002,9.76694794803218
World,OWID_WRL,2003,9.91532524375084
World,OWID_WRL,2004,9.79721936003475
World,OWID_WRL,2005,9.78549402148843
World,OWID_WRL,2006,9.68112908973855
World,OWID_WRL,2007,9.53309440955236
World,OWID_WRL,2008,9.60536047158195
World,OWID_WRL,2009,10.3856872030453
World,OWID_WRL,2010,10.0176435885778
World,OWID_WRL,2011,9.82345876282769
World,OWID_WRL,2012,9.8445446966978
World,OWID_WRL,2013,9.82673485540155
World,OWID_WRL,2014,9.92114956406627
Yemen,YEM,1995,4.20394144
Yemen,YEM,1996,4.11404036
Yemen,YEM,1997,4.25990346
Yemen,YEM,1998,4.97697955
Yemen,YEM,1999,4.28163482
Yemen,YEM,2000,4.13856617
Yemen,YEM,2001,4.33521896
Yemen,YEM,2002,4.2192872
Yemen,YEM,2003,5.00406928
Yemen,YEM,2004,4.8988836
Yemen,YEM,2005,4.5804801
Yemen,YEM,2006,4.81712889
Yemen,YEM,2007,4.91766097
Yemen,YEM,2008,5.11744651
Yemen,YEM,2009,5.31633725
Yemen,YEM,2010,5.17144739
Yemen,YEM,2011,5.0414585
Yemen,YEM,2012,5.73349373
Yemen,YEM,2013,5.77556499
Yemen,YEM,2014,5.63699019
Zambia,ZMB,1995,4.97742828
Zambia,ZMB,1996,6.00546828
Zambia,ZMB,1997,6.27948539
Zambia,ZMB,1998,7.0649671
Zambia,ZMB,1999,7.36514479
Zambia,ZMB,2000,7.16155106
Zambia,ZMB,2001,6.56316538
Zambia,ZMB,2002,6.92776191
Zambia,ZMB,2003,8.17601711
Zambia,ZMB,2004,7.32536011
Zambia,ZMB,2005,7.55610861
Zambia,ZMB,2006,6.10709037
Zambia,ZMB,2007,4.36579232
Zambia,ZMB,2008,4.8719934
Zambia,ZMB,2009,4.72867894
Zambia,ZMB,2010,4.40728156
Zambia,ZMB,2011,4.262571
Zambia,ZMB,2012,4.91328998
Zambia,ZMB,2013,4.99279017
Zambia,ZMB,2014,4.98676469
Zimbabwe,ZWE,2000,7.00975099
Zimbabwe,ZWE,2001,6.15713524
Zimbabwe,ZWE,2002,6.53175852
Zimbabwe,ZWE,2003,6.51500899
Zimbabwe,ZWE,2004,7.13051837
Zimbabwe,ZWE,2005,6.43560337
Zimbabwe,ZWE,2006,5.1241363
Zimbabwe,ZWE,2007,4.47385581
Zimbabwe,ZWE,2008,4.95530438
Zimbabwe,ZWE,2009,6.25858308
Zimbabwe,ZWE,2010,5.37316536
Zimbabwe,ZWE,2011,6.30657418
Zimbabwe,ZWE,2012,6.68618346
Zimbabwe,ZWE,2013,6.88119338
Zimbabwe,ZWE,2014,6.43947119
